423,0 2,3330019046 6,07077327367 14,8864038431 0,0635352 0,334075 0,319009 0,328842 S
530,0 2,0 6,40228031661 14,8300583939 0,0635352 0,334075 0,319009 0,328842 S
717,0 2,0 5,5833444684 14,8597431195 0,0635352 0,334075 0,319009 0,328842 S
168,0 2,3025721379 6,43969490858 15,682715414 0,0637245 0,337887 0,322728 0,332885 S
830,0 2,0 5,64816670989 15,6883148861 0,0637245 0,337887 0,322728 0,332885 S
949,0 2,0 5,80907471101 15,7025939697 0,0637245 0,337887 0,322728 0,332885 S
277,0 2,30262694161 5,59446484804 15,0014232881 0,063755 0,334883 0,31976 0,329675 S
675,0 2,1228992905 5,8416124423 15,8882552359 0,0646944 0,338878 0,323731 0,333939 N
171,0 2,29353806861 6,40454929536 15,1222111273 0,0647807 0,33565 0,320533 0,330537 N
669,0 2,14365104336 5,64301697791 14,6924870796 0,0650368 0,333229 0,318181 0,327948 S
842,0 2,36448103824 6,14673405829 14,9422383356 0,0650434 0,334494 0,319402 0,329289 N
987,0 2,0 6,19265328255 14,9405293658 0,0650434 0,334494 0,319402 0,329289 S
226,0 2,08688133072 6,05419378202 14,1038613626 0,0651598 0,329654 0,314756 0,32418 N
107,0 2,26026713553 6,09973201324 13,9199655774 0,065196 0,328239 0,313443 0,322838 S
774,0 2,0 6,27048834271 13,8992521287 0,065196 0,328239 0,313443 0,322838 S
983,0 2,19418130386 6,21591836398 13,8632341285 0,065196 0,328239 0,313443 0,322838 S
447,0 2,00619808889 5,55402277007 14,0672893813 0,0653296 0,329272 0,314427 0,323857 N
79,0 2,16696042755 5,89351095628 13,8222357099 0,065599 0,327786 0,313001 0,322367 N
385,0 2,03984634188 6,28134325772 13,8192581801 0,065599 0,327786 0,313001 0,322367 S
836,0 2,0 6,4647741469 13,7973154265 0,065599 0,327786 0,313001 0,322367 S
267,0 2,0 6,37302680915 13,6608515318 0,0656133 0,326686 0,311935 0,321176 N
555,0 2,3373578609 6,18652408459 13,6518517595 0,0656133 0,326686 0,311935 0,321176 S
682,0 2,07281895713 6,25574230762 13,6882379252 0,0656133 0,326686 0,311935 0,321176 S
440,0 2,0 5,79613964533 13,6386821722 0,0658236 0,326186 0,311441 0,320633 N
70,0 2,40377202582 5,85235411517 12,8533654363 0,0658274 0,321421 0,306794 0,31541 S
287,0 2,06414046012 5,90198443013 12,8645855097 0,0658274 0,321421 0,306794 0,31541 S
354,0 2,24392650129 6,12207330321 12,8396398448 0,0658274 0,321421 0,306794 0,31541 S
431,0 2,0 6,23369815749 12,8824819144 0,0658274 0,321421 0,306794 0,31541 S
577,0 2,23751531705 6,46347344743 12,8349852241 0,0658274 0,321421 0,306794 0,31541 S
770,0 2,33249085101 5,66283323647 12,8753810471 0,0658274 0,321421 0,306794 0,31541 S
965,0 2,17021301062 5,58662261976 12,8985097661 0,0658274 0,321421 0,306794 0,31541 S
766,0 2,24331427422 5,67541606648 12,7792306296 0,0661116 0,320854 0,306224 0,314796 S
892,0 2,0078905341 5,96850292832 12,8187407144 0,0661116 0,320854 0,306224 0,314796 S
194,0 2,03351270247 6,06260103541 13,4347941328 0,0669374 0,325037 0,31032 0,319386 N
121,0 2,00976811559 6,48277658147 12,6219742475 0,067328 0,319971 0,305368 0,313821 N
660,0 2,00766766976 6,36716388802 12,6480258799 0,067328 0,319971 0,305368 0,313821 S
92,0 2,39913081885 5,98481474493 12,5297988526 0,0685897 0,319044 0,304494 0,312819 N
958,0 2,26371281979 5,72245880037 12,4836671415 0,0685897 0,319044 0,304494 0,312819 S
251,0 2,10038440295 6,20787391871 12,1896188914 0,0698447 0,317086 0,302623 0,310927 N
362,0 2,0 5,55094389604 12,2309063813 0,0698447 0,317086 0,302623 0,310927 S
87,0 2,0 6,40623709923 11,7006399189 0,070118 0,312853 0,298554 0,306546 S
367,0 2,04352081279 5,65664527059 11,6640154354 0,070118 0,312853 0,298554 0,306546 S
587,0 2,0 5,7826165285 11,679167629 0,070118 0,312853 0,298554 0,306546 S
666,0 2,0 6,11608960446 11,6980936346 0,070118 0,312853 0,298554 0,306546 S
713,0 2,28137301645 6,38000033087 11,6563409207 0,070118 0,312853 0,298554 0,306546 S
964,0 2,45084705893 5,92363932902 11,7168292555 0,070118 0,312853 0,298554 0,306546 S
493,0 2,21992070485 6,2764809025 12,0368364323 0,070735 0,316246 0,301833 0,310161 N
184,0 2,08334597843 6,38126658261 11,7829305752 0,0707417 0,31355 0,299249 0,307299 S
275,0 2,0 6,44973754248 11,7628180458 0,0707417 0,31355 0,299249 0,307299 S
887,0 2,43298019541 5,53832744909 11,8321497111 0,07126 0,314152 0,299831 0,307934 N
54,0 2,3813085277 5,61857758655 11,3490160456 0,0716143 0,309822 0,29556 0,303291 S
163,0 2,06630562088 5,86073419275 11,330124621 0,0716143 0,309822 0,29556 0,303291 S
332,0 2,0 5,67675270694 11,3444799798 0,0716143 0,309822 0,29556 0,303291 S
575,0 2,14821832677 5,71996806033 11,3118553507 0,0716143 0,309822 0,29556 0,303291 S
652,0 2,45801722982 5,70941724928 11,3259162937 0,0716143 0,309822 0,29556 0,303291 S
881,0 2,00371040779 6,13759530462 11,2880708625 0,0716143 0,309822 0,29556 0,303291 S
929,0 2,0 6,16067308238 11,4218801236 0,0729346 0,310235 0,295991 0,303766 S
487,0 2,06303381727 6,44052409772 11,4967623408 0,0735698 0,311168 0,296897 0,304725 N
136,0 2,0 3,73008444924 9,88383570444 0,0739326 0,291391 0,277405 0,288093 S
297,0 2,29111745379 4,33149228511 9,91027685153 0,0739326 0,291391 0,277405 0,288093 S
389,0 2,0 3,86120951135 9,8871089097 0,0739326 0,291391 0,277405 0,288093 S
444,0 2,0 4,28728866437 9,88451630794 0,0739326 0,291391 0,277405 0,288093 S
603,0 2,0 4,41853827546 9,91479234911 0,0739326 0,291391 0,277405 0,288093 S
939,0 2,00424976091 4,11675639115 9,89720488315 0,0739326 0,291391 0,277405 0,288093 S
18,0 2,0 4,39190873688 10,0478678135 0,0743408 0,293002 0,278926 0,289825 S
731,0 2,02645925032 3,6653055371 10,0343339775 0,0743408 0,293002 0,278926 0,289825 S
542,0 5,20527796119 3,11049756181 7,67162409306 0,0749698 0,302866 0,290854 0,30122 N
860,0 2,13438100646 4,01505250231 10,0745018143 0,0750613 0,293276 0,279185 0,290037 N
288,0 2,25014530203 5,8802764939 8,50890520237 0,0757923 0,283061 0,26935 0,27598 S
386,0 2,00562971481 6,22270086224 8,54543046835 0,0757923 0,283061 0,26935 0,27598 S
478,0 2,47026499373 6,1503084122 8,50877425778 0,0757923 0,283061 0,26935 0,27598 S
662,0 2,0 5,9177061764 8,53237707333 0,0757923 0,283061 0,26935 0,27598 S
719,0 2,0 6,11555560168 8,48283697501 0,0757923 0,283061 0,26935 0,27598 S
846,0 2,33226017517 6,45838842646 8,51663357263 0,0757923 0,283061 0,26935 0,27598 S
978,0 2,0 5,60621889213 8,53345368237 0,0757923 0,283061 0,26935 0,27598 S
143,0 2,0 5,79677657537 8,71822362226 0,0762863 0,28594 0,272171 0,278955 S
56,0 2,0 6,3441478886 8,61908918942 0,0767155 0,284043 0,270322 0,27699 S
110,0 2,0 5,57777140095 8,26673285876 0,0768542 0,280124 0,266522 0,272982 S
786,0 2,0 5,75954356677 8,27597616284 0,0768542 0,280124 0,266522 0,272982 S
539,0 2,02025323815 5,54815566988 8,79684436462 0,0769367 0,286597 0,272788 0,279622 N
3,0 2,0 4,41470629593 8,4270921169 0,0777197 0,276049 0,262486 0,271559 N
294,0 2,0 4,22724219382 8,41068638368 0,0777197 0,276049 0,262486 0,271559 S
381,0 2,0 4,33061109737 8,41923898367 0,0777197 0,276049 0,262486 0,271559 S
450,0 2,05938739334 3,99681077 8,42723422085 0,0777197 0,276049 0,262486 0,271559 S
570,0 2,182885123 3,86024852207 8,41567784256 0,0777197 0,276049 0,262486 0,271559 S
657,0 2,17686082483 4,19618888734 8,45334973053 0,0777197 0,276049 0,262486 0,271559 S
879,0 2,02469329441 4,12891041553 8,42590552447 0,0777197 0,276049 0,262486 0,271559 S
514,0 2,0 3,62697722776 8,40696827132 0,0793753 0,275258 0,26177 0,270849 N
775,0 2,26575633182 4,44863722321 8,40674360859 0,0793753 0,275258 0,26177 0,270849 S
988,0 2,1496831192 4,25789484041 8,38239819603 0,0793753 0,275258 0,26177 0,270849 S
46,0 2,0 5,78314616578 8,04438716466 0,0799718 0,277158 0,263589 0,269992 N
102,0 2,0 5,95 7,9997365178 0,0802989 0,276266 0,262741 0,269098 N
269,0 2,30369118544 6,21557162263 8,0138911708 0,0802989 0,276266 0,262741 0,269098 S
856,0 2,0 5,82558136052 8,01464845693 0,0802989 0,276266 0,262741 0,269098 S
471,0 2,0 8,58738529663 7,85180043792 0,0813022 0,275397 0,2635 0,269108 N
695,0 2,0 8,96883757435 7,84554959574 0,0813022 0,275397 0,2635 0,269108 S
1,0 2,0 5,41862291667 7,96548201272 0,0814872 0,265061 0,252916 0,259859 N
152,0 2,00251421455 5,2741420171 7,98527263275 0,0814872 0,265061 0,252916 0,259859 S
256,0 2,17625503131 5,49682710343 7,98748144686 0,0814872 0,265061 0,252916 0,259859 S
528,0 2,0 5,05437873727 8,00631508983 0,0814872 0,265061 0,252916 0,259859 S
641,0 2,15405980768 5,16613345819 7,9895997066 0,0814872 0,265061 0,252916 0,259859 S
895,0 2,0 4,75215899181 7,95424674565 0,0814872 0,265061 0,252916 0,259859 S
967,0 2,11366696011 4,56128103465 7,98525502584 0,0814872 0,265061 0,252916 0,259859 S
777,0 2,0 5,2933507301 7,76557035058 0,0815563 0,262488 0,250409 0,257194 N
405,0 2,47025541484 5,46231630542 7,68016122536 0,0819216 0,261172 0,249146 0,255847 N
187,0 2,0 5,24422103965 7,52574603016 0,0819345 0,258905 0,246942 0,253534 S
480,0 2,44270213706 5,34329251769 7,55503336832 0,0819345 0,258905 0,246942 0,253534 S
588,0 2,14683698072 5,40514826034 7,55219033403 0,0819345 0,258905 0,246942 0,253534 S
674,0 2,03534603964 5,18922111544 7,53025542765 0,0819345 0,258905 0,246942 0,253534 S
798,0 2,0034722676 5,23903959229 7,55782245788 0,0819345 0,258905 0,246942 0,253534 S
872,0 2,0 4,61373380098 7,56532319783 0,0819345 0,258905 0,246942 0,253534 S
997,0 2,27748728249 4,66403523365 7,51367399252 0,0819345 0,258905 0,246942 0,253534 S
4,0 2,0 5,43673954873 7,61629934678 0,082098 0,260247 0,24825 0,254892 N
374,0 2,41521601705 4,79314828368 7,60870267091 0,082098 0,260247 0,24825 0,254892 S
195,0 2,0 6,11521034403 6,91195209853 0,0828915 0,25947 0,246359 0,252558 N
213,0 2,24165032939 6,08013852867 6,92339781368 0,0828915 0,25947 0,246359 0,252558 S
494,0 2,0184325242 5,69727972654 6,8739872845 0,0828915 0,25947 0,246359 0,252558 S
561,0 2,0 5,95 6,89708159442 0,0828915 0,25947 0,246359 0,252558 S
696,0 2,23661183213 5,85288270384 6,86289780334 0,0828915 0,25947 0,246359 0,252558 S
894,0 2,26047643121 6,141991203 6,86123209931 0,0828915 0,25947 0,246359 0,252558 S
39,0 2,06086740394 6,16408999662 5,85132170424 0,0835261 0,241556 0,228856 0,234852 S
172,0 2,09980340201 5,52363520228 5,83476434843 0,0835261 0,241556 0,228856 0,234852 S
470,0 2,36828297099 5,55781242385 5,86744917189 0,0835261 0,241556 0,228856 0,234852 S
566,0 2,01795238355 6,13351749983 5,88445202694 0,0835261 0,241556 0,228856 0,234852 S
690,0 2,03280023233 6,01652095814 5,89158455153 0,0835261 0,241556 0,228856 0,234852 S
891,0 2,22111908333 5,57350711733 5,88298771735 0,0835261 0,241556 0,228856 0,234852 S
