2.0 2.51326908296 0.843452365571 0.472741 0.0288693 0.0262626 0.0277464 N
2.0 3.18277376545 0.870522678797 0.460282 0.0313939 0.0285593 0.0301892 N
2.0 2.96916817292 0.45 0.614437 0.00742514 0.00670994 0.00714773 N
2.0 2.0 0.160948720365 0.744481 0.00108487 0.000878814 0.000907648 N
2.0 2.88139741882 0.57913397298 0.567288 0.0141571 0.0127951 0.0135701 N
2.0 4.33629228154 0.373328434729 0.631133 0.00581047 0.00528148 0.00556787 N
2.0 3.46310957547 0.0130195008683 0.775049 0.000299272 0.000143607 0.000141378 N
2.0 2.0 0.656822922021 0.555373 0.017341 0.0157395 0.0167658 N
2.0 2.0 0.597648698144 0.578033 0.0138739 0.0125855 0.0134412 N
2.0 8.57066066697 0.317076693026 0.694165 0.00336764 0.00300362 0.00308997 N
2.0 6.46424889181 0.324985534492 0.66153 0.0046932 0.00427781 0.00440184 N
2.0 2.0 0.517068171042 0.601821 0.0102128 0.00923277 0.00987621 N
2.0 3.93804558077 0.168527922182 0.72584 0.00141331 0.00116224 0.00118492 N
2.0 2.73875290506 0.968050110749 0.441196 0.0358967 0.0326292 0.0344847 N
2.0 2.0 0.120838588178 0.759912 0.000615229 0.00043859 0.000453515 N
2.0 2.65630765988 0.519544978596 0.588363 0.0108908 0.00987159 0.0104669 N
2.04004246818 6.91322337398 0.773401156372 0.53734 0.0216462 0.0201047 0.020753 N
2.05422713975 2.0 0.24478183246 0.714514 0.0022195 0.00192343 0.00203757 N
2.1400109096 2.0 0.632322805413 0.560314 0.0164175 0.0148399 0.0158816 N
2.36959936729 2.85361059788 0.914206786475 0.452317 0.0334806 0.0305298 0.0321478 N
2.48412177559 8.04913358903 0.33654654029 0.675156 0.00421139 0.00384728 0.00395387 N
2.69634227735 2.0 0.243091541468 0.722972 0.00217052 0.00191687 0.00199377 N
23.8235489996 3.14273661413 0.0 0.0292377 0.425724 0.412724 0.426577 N
36.1256645437 3.93757534291 0.801848643386 0.388474 0.0796014 0.0715557 0.0737911 N
4.91994343392 2.37822965537 0.0 0.0581956 0.370847 0.355854 0.372697 N
6.46542539751 2.0 0.0 0.0570464 0.38065 0.366103 0.383668 N
8.05 3.16658821041 0.0 0.0365424 0.401675 0.388628 0.402692 N
8.05 2.0 0.0 0.0488863 0.389568 0.375398 0.392996 N
