801 2 3 0,237064855905 0,95589 0,00235641 0,002009 0,00206351 S
802 2 3 0,243888972448 0,95589 0,00235641 0,002009 0,00206351 S
803 2 3 0,254728195313 0,95589 0,00235641 0,002009 0,00206351 S
804 2 3 0,250782875608 0,95589 0,00235641 0,002009 0,00206351 S
805 2 3 0,258771399313 0,95589 0,00235641 0,002009 0,00206351 S
806 2 3 0,244137905273 0,95589 0,00235641 0,002009 0,00206351 S
807 2 3 0,230101542066 0,95589 0,00235641 0,002009 0,00206351 S
808 2 3 0,242343022618 0,95589 0,00235641 0,002009 0,00206351 S
809 2 3 0,232415784007 0,95589 0,00235641 0,002009 0,00206351 S
810 2 3 0,260051095869 0,95589 0,00235641 0,002009 0,00206351 S
811 2 3 0,248286186666 0,95589 0,00235641 0,002009 0,00206351 S
812 2 3 0,258337785809 0,95589 0,00235641 0,002009 0,00206351 S
813 2 3 0,257853886867 0,95589 0,00235641 0,002009 0,00206351 S
814 2 3 0,234857070664 0,95589 0,00235641 0,002009 0,00206351 S
815 2 3 0,230157867553 0,95589 0,00235641 0,002009 0,00206351 S
816 2 3 0,247229971115 0,95589 0,00235641 0,002009 0,00206351 S
817 2 3 0,25375687487 0,95589 0,00235641 0,002009 0,00206351 S
818 2 3 0,236767035716 0,95589 0,00235641 0,002009 0,00206351 S
819 2 3 0,240752531663 0,95589 0,00235641 0,002009 0,00206351 S
820 2 3 0,230588052862 0,95589 0,00235641 0,002009 0,00206351 S
821 2 3 0,232499530296 0,95589 0,00235641 0,002009 0,00206351 S
822 2 3 0,245737809351 0,95589 0,00235641 0,002009 0,00206351 S
823 2 3 0,243769872469 0,95589 0,00235641 0,002009 0,00206351 S
824 2 3 0,233335571637 0,95589 0,00235641 0,002009 0,00206351 S
825 2 3 0,25005331554 0,95589 0,00235641 0,002009 0,00206351 S
826 2 3 0,234926976151 0,95589 0,00235641 0,002009 0,00206351 S
827 2 3 0,236377976039 0,95589 0,00235641 0,002009 0,00206351 S
828 2 3 0,234585472773 0,95589 0,00235641 0,002009 0,00206351 S
829 2 3 0,230762819736 0,95589 0,00235641 0,002009 0,00206351 S
830 2 3 0,233407716293 0,95589 0,00235641 0,002009 0,00206351 S
831 2 3 0,237477948676 0,95589 0,00235641 0,002009 0,00206351 S
832 2 3 0,23558824381 0,95589 0,00235641 0,002009 0,00206351 S
833 2 3 0,231007482662 0,95589 0,00235641 0,002009 0,00206351 S
834 2 3 0,226154558483 0,95589 0,00235641 0,002009 0,00206351 S
835 2 3 0,233456403732 0,95589 0,00235641 0,002009 0,00206351 S
836 2 3 0,252093232193 0,95589 0,00235641 0,002009 0,00206351 S
837 2 3 0,259527952703 0,95589 0,00235641 0,002009 0,00206351 S
838 2 3 0,235566703172 0,95589 0,00235641 0,002009 0,00206351 S
839 2 3 0,23672384711 0,95589 0,00235641 0,002009 0,00206351 S
840 2 3 0,261078991809 0,95589 0,00235641 0,002009 0,00206351 S
841 2 3 0,241475250916 0,95589 0,00235641 0,002009 0,00206351 S
842 2 3 0,258150766154 0,95589 0,00235641 0,002009 0,00206351 S
843 2 3 0,256400525964 0,95589 0,00235641 0,002009 0,00206351 S
844 2 3 0,254387180812 0,95589 0,00235641 0,002009 0,00206351 S
845 2 3 0,230591621354 0,95589 0,00235641 0,002009 0,00206351 S
846 2 3 0,258971881185 0,95589 0,00235641 0,002009 0,00206351 S
847 2 3 0,2554572226 0,95589 0,00235641 0,002009 0,00206351 S
848 2 3 0,253761395053 0,95589 0,00235641 0,002009 0,00206351 S
849 2 3 0,246534955912 0,95589 0,00235641 0,002009 0,00206351 S
850 2 3 0,229508168839 0,95589 0,00235641 0,002009 0,00206351 S
851 2 3 0,237064855905 0,95589 0,00235641 0,002009 0,00206351 S
852 2 3 0,243888972448 0,95589 0,00235641 0,002009 0,00206351 S
853 2 3 0,254728195313 0,95589 0,00235641 0,002009 0,00206351 S
854 2 3 0,250782875608 0,95589 0,00235641 0,002009 0,00206351 S
855 2 3 0,258771399313 0,95589 0,00235641 0,002009 0,00206351 S
856 2 3 0,244137905273 0,95589 0,00235641 0,002009 0,00206351 S
857 2 3 0,230101542066 0,95589 0,00235641 0,002009 0,00206351 S
858 2 3 0,242343022618 0,95589 0,00235641 0,002009 0,00206351 S
859 2 3 0,232415784007 0,95589 0,00235641 0,002009 0,00206351 S
860 2 3 0,260051095869 0,95589 0,00235641 0,002009 0,00206351 S
861 2 3 0,248286186666 0,95589 0,00235641 0,002009 0,00206351 S
862 2 3 0,258337785809 0,95589 0,00235641 0,002009 0,00206351 S
863 2 3 0,257853886867 0,95589 0,00235641 0,002009 0,00206351 S
864 2 3 0,234857070664 0,95589 0,00235641 0,002009 0,00206351 S
865 2 3 0,230157867553 0,95589 0,00235641 0,002009 0,00206351 S
866 2 3 0,247229971115 0,95589 0,00235641 0,002009 0,00206351 S
867 2 3 0,25375687487 0,95589 0,00235641 0,002009 0,00206351 S
868 2 3 0,236767035716 0,95589 0,00235641 0,002009 0,00206351 S
869 2 3 0,240752531663 0,95589 0,00235641 0,002009 0,00206351 S
870 2 3 0,230588052862 0,95589 0,00235641 0,002009 0,00206351 S
871 2 5 0,269495632959 0,938972 0,00280239 0,00262648 0,0026463 S
872 2 5 0,288960146772 0,938972 0,00280239 0,00262648 0,0026463 S
873 2 5 0,264991284514 0,938972 0,00280239 0,00262648 0,0026463 S
874 2 5 0,297245600169 0,938972 0,00280239 0,00262648 0,0026463 S
875 2 5 0,253131345831 0,938972 0,00280239 0,00262648 0,0026463 S
876 2 5 0,275895981712 0,938972 0,00280239 0,00262648 0,0026463 S
877 2 5 0,25646751869 0,938972 0,00280239 0,00262648 0,0026463 S
878 2 5 0,269672421012 0,938972 0,00280239 0,00262648 0,0026463 S
879 2 5 0,277767455811 0,938972 0,00280239 0,00262648 0,0026463 S
880 2 5 0,291207849387 0,938972 0,00280239 0,00262648 0,0026463 S
881 2 5 0,253471338096 0,938972 0,00280239 0,00262648 0,0026463 S
882 2 5 0,309800218746 0,938972 0,00280239 0,00262648 0,0026463 S
883 2 5 0,291271146528 0,938972 0,00280239 0,00262648 0,0026463 S
884 2 5 0,290841739088 0,938972 0,00280239 0,00262648 0,0026463 S
885 2 5 0,309578012821 0,938972 0,00280239 0,00262648 0,0026463 S
886 2 5 0,271345190714 0,938972 0,00280239 0,00262648 0,0026463 S
887 2 5 0,274414649043 0,938972 0,00280239 0,00262648 0,0026463 S
888 2 5 0,277109106226 0,938972 0,00280239 0,00262648 0,0026463 S
889 2 5 0,250525351785 0,938972 0,00280239 0,00262648 0,0026463 S
890 2 5 0,279582259459 0,938972 0,00280239 0,00262648 0,0026463 S
891 2 5 0,25043382424 0,938972 0,00280239 0,00262648 0,0026463 S
892 2 5 0,286598137203 0,938972 0,00280239 0,00262648 0,0026463 S
893 2 5 0,282740904338 0,938972 0,00280239 0,00262648 0,0026463 S
894 2 5 0,252713774838 0,938972 0,00280239 0,00262648 0,0026463 S
895 2 5 0,259270966416 0,938972 0,00280239 0,00262648 0,0026463 S
896 2 5 0,26626873294 0,938972 0,00280239 0,00262648 0,0026463 S
897 2 5 0,27435766515 0,938972 0,00280239 0,00262648 0,0026463 S
898 2 5 0,303576988717 0,938972 0,00280239 0,00262648 0,0026463 S
899 2 5 0,262941164259 0,938972 0,00280239 0,00262648 0,0026463 S
900 2 5 0,276670254981 0,938972 0,00280239 0,00262648 0,0026463 S
901 2 5 0,26389830893 0,938972 0,00280239 0,00262648 0,0026463 S
902 2 5 0,282137948947 0,938972 0,00280239 0,00262648 0,0026463 S
903 2 5 0,28490847443 0,938972 0,00280239 0,00262648 0,0026463 S
904 2 5 0,268945876939 0,938972 0,00280239 0,00262648 0,0026463 S
905 2 5 0,265472519189 0,938972 0,00280239 0,00262648 0,0026463 S
906 2 5 0,255982165916 0,938972 0,00280239 0,00262648 0,0026463 S
907 2 5 0,278073657243 0,938972 0,00280239 0,00262648 0,0026463 S
908 2 5 0,298702302197 0,938972 0,00280239 0,00262648 0,0026463 S
909 2 5 0,255770324693 0,938972 0,00280239 0,00262648 0,0026463 S
910 2 5 0,279071214799 0,938972 0,00280239 0,00262648 0,0026463 S
911 2 5 0,282986337424 0,938972 0,00280239 0,00262648 0,0026463 S
912 2 5 0,297139299238 0,938972 0,00280239 0,00262648 0,0026463 S
913 2 5 0,261063908869 0,938972 0,00280239 0,00262648 0,0026463 S
914 2 5 0,266041335372 0,938972 0,00280239 0,00262648 0,0026463 S
915 2 5 0,300542116888 0,938972 0,00280239 0,00262648 0,0026463 S
916 2 5 0,27220424767 0,938972 0,00280239 0,00262648 0,0026463 S
917 2 5 0,288765021002 0,938972 0,00280239 0,00262648 0,0026463 S
918 2 5 0,269931010497 0,938972 0,00280239 0,00262648 0,0026463 S
919 2 5 0,266574790017 0,938972 0,00280239 0,00262648 0,0026463 S
920 2 5 0,269495632959 0,938972 0,00280239 0,00262648 0,0026463 S
921 2 5 0,288960146772 0,938972 0,00280239 0,00262648 0,0026463 S
922 2 5 0,264991284514 0,938972 0,00280239 0,00262648 0,0026463 S
923 2 5 0,297245600169 0,938972 0,00280239 0,00262648 0,0026463 S
924 2 5 0,253131345831 0,938972 0,00280239 0,00262648 0,0026463 S
925 2 5 0,275895981712 0,938972 0,00280239 0,00262648 0,0026463 S
926 2 5 0,25646751869 0,938972 0,00280239 0,00262648 0,0026463 S
927 2 5 0,269672421012 0,938972 0,00280239 0,00262648 0,0026463 S
928 2 5 0,277767455811 0,938972 0,00280239 0,00262648 0,0026463 S
929 2 5 0,291207849387 0,938972 0,00280239 0,00262648 0,0026463 S
930 2 5 0,253471338096 0,938972 0,00280239 0,00262648 0,0026463 S
931 2 5 0,309800218746 0,938972 0,00280239 0,00262648 0,0026463 S
932 2 5 0,291271146528 0,938972 0,00280239 0,00262648 0,0026463 S
933 2 5 0,290841739088 0,938972 0,00280239 0,00262648 0,0026463 S
934 2 5 0,309578012821 0,938972 0,00280239 0,00262648 0,0026463 S
935 2 5 0,271345190714 0,938972 0,00280239 0,00262648 0,0026463 S
936 2 5 0,274414649043 0,938972 0,00280239 0,00262648 0,0026463 S
937 2 5 0,277109106226 0,938972 0,00280239 0,00262648 0,0026463 S
938 2 5 0,250525351785 0,938972 0,00280239 0,00262648 0,0026463 S
939 2 5 0,279582259459 0,938972 0,00280239 0,00262648 0,0026463 S
940 2 5 0,25043382424 0,938972 0,00280239 0,00262648 0,0026463 S
941 2 5 0,286598137203 0,938972 0,00280239 0,00262648 0,0026463 S
942 2 5 0,282740904338 0,938972 0,00280239 0,00262648 0,0026463 S
943 2 5 0,252713774838 0,938972 0,00280239 0,00262648 0,0026463 S
944 2 5 0,259270966416 0,938972 0,00280239 0,00262648 0,0026463 S
945 2 5 0,26626873294 0,938972 0,00280239 0,00262648 0,0026463 S
946 2 5 0,27435766515 0,938972 0,00280239 0,00262648 0,0026463 S
947 2 5 0,303576988717 0,938972 0,00280239 0,00262648 0,0026463 S
948 2 5 0,262941164259 0,938972 0,00280239 0,00262648 0,0026463 S
949 2 5 0,276670254981 0,938972 0,00280239 0,00262648 0,0026463 S
950 2 5 0,26389830893 0,938972 0,00280239 0,00262648 0,0026463 S
951 2 5 0,282137948947 0,938972 0,00280239 0,00262648 0,0026463 S
952 2 5 0,28490847443 0,938972 0,00280239 0,00262648 0,0026463 S
953 2 5 0,268945876939 0,938972 0,00280239 0,00262648 0,0026463 S
954 2 5 0,265472519189 0,938972 0,00280239 0,00262648 0,0026463 S
955 2 5 0,255982165916 0,938972 0,00280239 0,00262648 0,0026463 S
956 2 5 0,278073657243 0,938972 0,00280239 0,00262648 0,0026463 S
957 2 5 0,298702302197 0,938972 0,00280239 0,00262648 0,0026463 S
958 2 5 0,255770324693 0,938972 0,00280239 0,00262648 0,0026463 S
959 2 5 0,279071214799 0,938972 0,00280239 0,00262648 0,0026463 S
960 2 5 0,282986337424 0,938972 0,00280239 0,00262648 0,0026463 S
961 2 5 0,297139299238 0,938972 0,00280239 0,00262648 0,0026463 S
962 2 5 0,261063908869 0,938972 0,00280239 0,00262648 0,0026463 S
963 2 5 0,266041335372 0,938972 0,00280239 0,00262648 0,0026463 S
964 2 5 0,300542116888 0,938972 0,00280239 0,00262648 0,0026463 S
965 2 5 0,27220424767 0,938972 0,00280239 0,00262648 0,0026463 S
966 2 5 0,288765021002 0,938972 0,00280239 0,00262648 0,0026463 S
967 2 5 0,269931010497 0,938972 0,00280239 0,00262648 0,0026463 S
968 2 3 0,295837914265 0,923925 0,00292607 0,00257795 0,00266449 S
969 2 3 0,269440484107 0,923925 0,00292607 0,00257795 0,00266449 S
970 2 3 0,276054216156 0,923925 0,00292607 0,00257795 0,00266449 S
971 2 3 0,285164239051 0,923925 0,00292607 0,00257795 0,00266449 S
972 2 3 0,27518076771 0,923925 0,00292607 0,00257795 0,00266449 S
973 2 3 0,272550940394 0,923925 0,00292607 0,00257795 0,00266449 S
974 2 3 0,295749437214 0,923925 0,00292607 0,00257795 0,00266449 S
975 2 3 0,291149447257 0,923925 0,00292607 0,00257795 0,00266449 S
976 2 3 0,283302810428 0,923925 0,00292607 0,00257795 0,00266449 S
977 2 3 0,300050105722 0,923925 0,00292607 0,00257795 0,00266449 S
978 2 3 0,264503642088 0,923925 0,00292607 0,00257795 0,00266449 S
979 2 3 0,289593889795 0,923925 0,00292607 0,00257795 0,00266449 S
980 2 3 0,281176675768 0,923925 0,00292607 0,00257795 0,00266449 S
981 2 3 0,288672459615 0,923925 0,00292607 0,00257795 0,00266449 S
982 2 3 0,292549456235 0,923925 0,00292607 0,00257795 0,00266449 S
983 2 3 0,285254285145 0,923925 0,00292607 0,00257795 0,00266449 S
984 2 3 0,290050113002 0,923925 0,00292607 0,00257795 0,00266449 S
985 2 3 0,291826453386 0,923925 0,00292607 0,00257795 0,00266449 S
986 2 3 0,264929065417 0,923925 0,00292607 0,00257795 0,00266449 S
987 2 3 0,293601553536 0,923925 0,00292607 0,00257795 0,00266449 S
988 2 3 0,281834897505 0,923925 0,00292607 0,00257795 0,00266449 S
989 2 3 0,273513110893 0,923925 0,00292607 0,00257795 0,00266449 S
990 2 3 0,280943447037 0,923925 0,00292607 0,00257795 0,00266449 S
991 2 3 0,271945489771 0,923925 0,00292607 0,00257795 0,00266449 S
992 2 3 0,265611291848 0,923925 0,00292607 0,00257795 0,00266449 S
993 2 3 0,288143876524 0,923925 0,00292607 0,00257795 0,00266449 S
994 2 3 0,263714915073 0,923925 0,00292607 0,00257795 0,00266449 S
995 2 3 0,287674373353 0,923925 0,00292607 0,00257795 0,00266449 S
996 2 3 0,276293906223 0,923925 0,00292607 0,00257795 0,00266449 S
997 2 3 0,268751814341 0,923925 0,00292607 0,00257795 0,00266449 S
998 2 3 0,274694836332 0,923925 0,00292607 0,00257795 0,00266449 S
999 2 3 0,267292101516 0,923925 0,00292607 0,00257795 0,00266449 S
1000 2 3 0,286862124267 0,923925 0,00292607 0,00257795 0,00266449 S
1001 2 3 0,266954032823 0,923925 0,00292607 0,00257795 0,00266449 S
1002 2 3 0,268500705553 0,923925 0,00292607 0,00257795 0,00266449 S
1003 2 3 0,265417080776 0,923925 0,00292607 0,00257795 0,00266449 S
1004 2 3 0,299463974257 0,923925 0,00292607 0,00257795 0,00266449 S
1005 2 3 0,266142005154 0,923925 0,00292607 0,00257795 0,00266449 S
1006 2 3 0,278173278445 0,923925 0,00292607 0,00257795 0,00266449 S
1007 2 3 0,282488412102 0,923925 0,00292607 0,00257795 0,00266449 S
1008 2 3 0,288833556953 0,923925 0,00292607 0,00257795 0,00266449 S
1009 2 3 0,292115544087 0,923925 0,00292607 0,00257795 0,00266449 S
1010 2 3 0,299471292381 0,923925 0,00292607 0,00257795 0,00266449 S
1011 2 3 0,270429004421 0,923925 0,00292607 0,00257795 0,00266449 S
1012 2 3 0,267209462563 0,923925 0,00292607 0,00257795 0,00266449 S
1013 2 3 0,270599416925 0,923925 0,00292607 0,00257795 0,00266449 S
1014 2 3 0,263076955473 0,923925 0,00292607 0,00257795 0,00266449 S
1015 2 3 0,26926760192 0,923925 0,00292607 0,00257795 0,00266449 S
1016 2 3 0,286849318882 0,923925 0,00292607 0,00257795 0,00266449 S
1017 2 3 0,279651064132 0,923925 0,00292607 0,00257795 0,00266449 S
1018 2 3 0,278743476534 0,923925 0,00292607 0,00257795 0,00266449 S
1019 2 3 0,295837914265 0,923925 0,00292607 0,00257795 0,00266449 S
1020 2 3 0,269440484107 0,923925 0,00292607 0,00257795 0,00266449 S
1021 2 3 0,276054216156 0,923925 0,00292607 0,00257795 0,00266449 S
1022 2 3 0,285164239051 0,923925 0,00292607 0,00257795 0,00266449 S
1023 2 3 0,27518076771 0,923925 0,00292607 0,00257795 0,00266449 S
1024 2 3 0,272550940394 0,923925 0,00292607 0,00257795 0,00266449 S
1025 2 3 0,295749437214 0,923925 0,00292607 0,00257795 0,00266449 S
1026 2 3 0,291149447257 0,923925 0,00292607 0,00257795 0,00266449 S
1027 2 3 0,283302810428 0,923925 0,00292607 0,00257795 0,00266449 S
1028 2 3 0,300050105722 0,923925 0,00292607 0,00257795 0,00266449 S
1029 2 3 0,264503642088 0,923925 0,00292607 0,00257795 0,00266449 S
1030 2 3 0,289593889795 0,923925 0,00292607 0,00257795 0,00266449 S
1031 2 3 0,281176675768 0,923925 0,00292607 0,00257795 0,00266449 S
1032 2 3 0,288672459615 0,923925 0,00292607 0,00257795 0,00266449 S
1033 2 3 0,292549456235 0,923925 0,00292607 0,00257795 0,00266449 S
1034 2 3 0,285254285145 0,923925 0,00292607 0,00257795 0,00266449 S
1035 2 3 0,290050113002 0,923925 0,00292607 0,00257795 0,00266449 S
1036 2 3 0,291826453386 0,923925 0,00292607 0,00257795 0,00266449 S
1037 2 3 0,264929065417 0,923925 0,00292607 0,00257795 0,00266449 S
1038 2 3 0,293601553536 0,923925 0,00292607 0,00257795 0,00266449 S
1039 2 3 0,281834897505 0,923925 0,00292607 0,00257795 0,00266449 S
1040 2 3 0,273513110893 0,923925 0,00292607 0,00257795 0,00266449 S
1041 2 3 0,280943447037 0,923925 0,00292607 0,00257795 0,00266449 S
1042 2 3 0,271945489771 0,923925 0,00292607 0,00257795 0,00266449 S
1043 2 3 0,265611291848 0,923925 0,00292607 0,00257795 0,00266449 S
1044 2 3 0,288143876524 0,923925 0,00292607 0,00257795 0,00266449 S
1045 2 3 0,263714915073 0,923925 0,00292607 0,00257795 0,00266449 S
1046 2 3 0,287674373353 0,923925 0,00292607 0,00257795 0,00266449 S
1047 2 3 0,276293906223 0,923925 0,00292607 0,00257795 0,00266449 S
1048 2 3 0,268751814341 0,923925 0,00292607 0,00257795 0,00266449 S
1049 2 3 0,274694836332 0,923925 0,00292607 0,00257795 0,00266449 S
1050 2 3 0,267292101516 0,923925 0,00292607 0,00257795 0,00266449 S
1051 2 3 0,286862124267 0,923925 0,00292607 0,00257795 0,00266449 S
1052 2 3 0,266954032823 0,923925 0,00292607 0,00257795 0,00266449 S
1053 2 3 0,268500705553 0,923925 0,00292607 0,00257795 0,00266449 S
1054 2 3 0,265417080776 0,923925 0,00292607 0,00257795 0,00266449 S
1055 2 3 0,299463974257 0,923925 0,00292607 0,00257795 0,00266449 S
1056 2 3 0,266142005154 0,923925 0,00292607 0,00257795 0,00266449 S
1057 2 3 0,278173278445 0,923925 0,00292607 0,00257795 0,00266449 S
1058 2 3 0,282488412102 0,923925 0,00292607 0,00257795 0,00266449 S
1059 2 3 0,288833556953 0,923925 0,00292607 0,00257795 0,00266449 S
1060 2 3 0,292115544087 0,923925 0,00292607 0,00257795 0,00266449 S
1061 2 3 0,299471292381 0,923925 0,00292607 0,00257795 0,00266449 S
1062 2 3 0,270429004421 0,923925 0,00292607 0,00257795 0,00266449 S
1063 2 3 0,267209462563 0,923925 0,00292607 0,00257795 0,00266449 S
1064 2 3 0,270599416925 0,923925 0,00292607 0,00257795 0,00266449 S
1065 2 3 0,263076955473 0,923925 0,00292607 0,00257795 0,00266449 S
1066 2 3 0,26926760192 0,923925 0,00292607 0,00257795 0,00266449 S
1067 2 3 0,286849318882 0,923925 0,00292607 0,00257795 0,00266449 S
1068 2 3 0,279651064132 0,923925 0,00292607 0,00257795 0,00266449 S
1069 3 4 0,249135180036 0,92028 0,00292439 0,00261397 0,00266665 S
1070 3 4 0,300588244554 0,92028 0,00292439 0,00261397 0,00266665 S
1071 3 4 0,272045456391 0,92028 0,00292439 0,00261397 0,00266665 S
1072 3 4 0,282872345404 0,92028 0,00292439 0,00261397 0,00266665 S
1073 3 4 0,226185524672 0,92028 0,00292439 0,00261397 0,00266665 S
1074 3 4 0,247813649801 0,92028 0,00292439 0,00261397 0,00266665 S
1075 3 4 0,276863688871 0,92028 0,00292439 0,00261397 0,00266665 S
1076 3 4 0,282969206115 0,92028 0,00292439 0,00261397 0,00266665 S
1077 3 4 0,29087737672 0,92028 0,00292439 0,00261397 0,00266665 S
1078 3 4 0,276199081542 0,92028 0,00292439 0,00261397 0,00266665 S
1079 3 4 0,231547892112 0,92028 0,00292439 0,00261397 0,00266665 S
1080 3 4 0,283951577793 0,92028 0,00292439 0,00261397 0,00266665 S
1081 3 4 0,242037453188 0,92028 0,00292439 0,00261397 0,00266665 S
1082 3 4 0,241631679012 0,92028 0,00292439 0,00261397 0,00266665 S
1083 3 4 0,234990844448 0,92028 0,00292439 0,00261397 0,00266665 S
1084 3 4 0,281403924243 0,92028 0,00292439 0,00261397 0,00266665 S
1085 3 4 0,278351967022 0,92028 0,00292439 0,00261397 0,00266665 S
1086 3 4 0,242943343346 0,92028 0,00292439 0,00261397 0,00266665 S
1087 3 4 0,297244702139 0,92028 0,00292439 0,00261397 0,00266665 S
1088 3 4 0,232853985217 0,92028 0,00292439 0,00261397 0,00266665 S
1089 3 4 0,229231768837 0,92028 0,00292439 0,00261397 0,00266665 S
1090 3 4 0,245451390631 0,92028 0,00292439 0,00261397 0,00266665 S
1091 3 4 0,27507523853 0,92028 0,00292439 0,00261397 0,00266665 S
1092 3 4 0,232004896297 0,92028 0,00292439 0,00261397 0,00266665 S
1093 3 4 0,282618282477 0,92028 0,00292439 0,00261397 0,00266665 S
1094 3 4 0,290624622678 0,92028 0,00292439 0,00261397 0,00266665 S
1095 3 4 0,290776660132 0,92028 0,00292439 0,00261397 0,00266665 S
1096 3 4 0,2854939655 0,92028 0,00292439 0,00261397 0,00266665 S
1097 3 4 0,239008898896 0,92028 0,00292439 0,00261397 0,00266665 S
1098 3 4 0,26435584686 0,92028 0,00292439 0,00261397 0,00266665 S
1099 3 4 0,256593184585 0,92028 0,00292439 0,00261397 0,00266665 S
1100 3 4 0,273407698415 0,92028 0,00292439 0,00261397 0,00266665 S
1101 3 4 0,239686899476 0,92028 0,00292439 0,00261397 0,00266665 S
1102 3 4 0,273212394277 0,92028 0,00292439 0,00261397 0,00266665 S
1103 3 4 0,270923628054 0,92028 0,00292439 0,00261397 0,00266665 S
1104 3 4 0,25914189356 0,92028 0,00292439 0,00261397 0,00266665 S
1105 3 4 0,296235543482 0,92028 0,00292439 0,00261397 0,00266665 S
1106 3 4 0,23526101818 0,92028 0,00292439 0,00261397 0,00266665 S
1107 3 4 0,235237028669 0,92028 0,00292439 0,00261397 0,00266665 S
1108 3 4 0,283119733469 0,92028 0,00292439 0,00261397 0,00266665 S
1109 3 4 0,271589477746 0,92028 0,00292439 0,00261397 0,00266665 S
1110 3 4 0,249884906977 0,92028 0,00292439 0,00261397 0,00266665 S
1111 3 4 0,286074230867 0,92028 0,00292439 0,00261397 0,00266665 S
1112 3 4 0,287230364859 0,92028 0,00292439 0,00261397 0,00266665 S
1113 3 4 0,254479946574 0,92028 0,00292439 0,00261397 0,00266665 S
1114 3 4 0,278976653399 0,92028 0,00292439 0,00261397 0,00266665 S
1115 3 4 0,278646550346 0,92028 0,00292439 0,00261397 0,00266665 S
1116 3 4 0,249135180036 0,92028 0,00292439 0,00261397 0,00266665 S
1117 3 4 0,300588244554 0,92028 0,00292439 0,00261397 0,00266665 S
1118 3 4 0,272045456391 0,92028 0,00292439 0,00261397 0,00266665 S
1119 3 4 0,282872345404 0,92028 0,00292439 0,00261397 0,00266665 S
1120 3 4 0,226185524672 0,92028 0,00292439 0,00261397 0,00266665 S
1121 3 4 0,247813649801 0,92028 0,00292439 0,00261397 0,00266665 S
1122 3 4 0,276863688871 0,92028 0,00292439 0,00261397 0,00266665 S
1123 3 4 0,282969206115 0,92028 0,00292439 0,00261397 0,00266665 S
1124 3 4 0,29087737672 0,92028 0,00292439 0,00261397 0,00266665 S
1125 3 4 0,276199081542 0,92028 0,00292439 0,00261397 0,00266665 S
1126 3 4 0,231547892112 0,92028 0,00292439 0,00261397 0,00266665 S
1127 3 4 0,283951577793 0,92028 0,00292439 0,00261397 0,00266665 S
1128 3 4 0,242037453188 0,92028 0,00292439 0,00261397 0,00266665 S
1129 3 4 0,241631679012 0,92028 0,00292439 0,00261397 0,00266665 S
1130 3 4 0,234990844448 0,92028 0,00292439 0,00261397 0,00266665 S
1131 3 4 0,281403924243 0,92028 0,00292439 0,00261397 0,00266665 S
1132 3 4 0,278351967022 0,92028 0,00292439 0,00261397 0,00266665 S
1133 3 4 0,242943343346 0,92028 0,00292439 0,00261397 0,00266665 S
1134 3 4 0,297244702139 0,92028 0,00292439 0,00261397 0,00266665 S
1135 3 4 0,232853985217 0,92028 0,00292439 0,00261397 0,00266665 S
1136 3 4 0,229231768837 0,92028 0,00292439 0,00261397 0,00266665 S
1137 3 4 0,245451390631 0,92028 0,00292439 0,00261397 0,00266665 S
1138 3 4 0,27507523853 0,92028 0,00292439 0,00261397 0,00266665 S
1139 3 4 0,232004896297 0,92028 0,00292439 0,00261397 0,00266665 S
1140 3 4 0,282618282477 0,92028 0,00292439 0,00261397 0,00266665 S
1141 3 4 0,290624622678 0,92028 0,00292439 0,00261397 0,00266665 S
1142 3 4 0,290776660132 0,92028 0,00292439 0,00261397 0,00266665 S
1143 3 4 0,2854939655 0,92028 0,00292439 0,00261397 0,00266665 S
1144 3 4 0,239008898896 0,92028 0,00292439 0,00261397 0,00266665 S
1145 3 4 0,26435584686 0,92028 0,00292439 0,00261397 0,00266665 S
1146 3 4 0,256593184585 0,92028 0,00292439 0,00261397 0,00266665 S
1147 3 4 0,273407698415 0,92028 0,00292439 0,00261397 0,00266665 S
1148 3 4 0,239686899476 0,92028 0,00292439 0,00261397 0,00266665 S
1149 3 4 0,273212394277 0,92028 0,00292439 0,00261397 0,00266665 S
1150 3 4 0,270923628054 0,92028 0,00292439 0,00261397 0,00266665 S
1151 3 4 0,25914189356 0,92028 0,00292439 0,00261397 0,00266665 S
1152 3 4 0,296235543482 0,92028 0,00292439 0,00261397 0,00266665 S
1153 3 4 0,23526101818 0,92028 0,00292439 0,00261397 0,00266665 S
1154 3 4 0,235237028669 0,92028 0,00292439 0,00261397 0,00266665 S
1155 3 4 0,283119733469 0,92028 0,00292439 0,00261397 0,00266665 S
1156 3 4 0,271589477746 0,92028 0,00292439 0,00261397 0,00266665 S
1157 3 4 0,249884906977 0,92028 0,00292439 0,00261397 0,00266665 S
1158 3 4 0,286074230867 0,92028 0,00292439 0,00261397 0,00266665 S
1159 3 4 0,287230364859 0,92028 0,00292439 0,00261397 0,00266665 S
1160 3 4 0,254479946574 0,92028 0,00292439 0,00261397 0,00266665 S
1161 3 4 0,278976653399 0,92028 0,00292439 0,00261397 0,00266665 S
1162 12 3 0,0239139002456 0,870766 0,00350392 0,00310311 0,00316902 S
1163 12 3 0,0599093328487 0,870766 0,00350392 0,00310311 0,00316902 S
1164 12 3 0,0150041403782 0,870766 0,00350392 0,00310311 0,00316902 S
1165 12 3 0,332142663703 0,870766 0,00350392 0,00310311 0,00316902 S
